userName,verified,itemName,brand,category,price,reviewTime,rating,summary,vote_level,new_ser_dev,ML_ITEM_NAME,Positive Phrases,Negative Phrases
JAL,TRUE,Texas Instruments TI-503 SV 503SV/FBL/2L1 Standard Function Calculator,Texas Instruments,Office_Products,4.91,1/1/18,4,Four Stars,1. Votes - 0,jal,N,TBC,TBC
Moore5,TRUE,"Airheads Bars, Chewy Fruit Candy, Variety Pack, Stocking Stuffer, Gift, Holiday, Christmas, Party, 60 Count (Packaging May Vary)",Airheads,Grocery_and_Gourmet_Food,7.98,1/1/18,5,These were a great full size candy bar to pass out on Halloween,1. Votes - 0,moore5,N,TBC,TBC
Amazon Customer,TRUE,OtterBox DEFENDER SERIES Case for Samsung Galaxy Note8  - NEBULA (WINSOME ORCHID/NIGHT PURPLE),OtterBox,Cell_Phones_and_Accessories,25.15,1/1/18,3,Disappointed,2. Votes < 10,amazoncustomer,N,TBC,TBC
Powerlifter,TRUE,Multipet Plush Dog Toy,Multipet,Pet_Supplies,5.74,1/1/18,4,Dog tore up doll within 2 hours of receiving,1. Votes - 0,powerlifter,N,TBC,TBC
B. C. Smith,TRUE,"Tiny Footprint Coffee Organic Cold Brew Cold Press Elixir, Whole Bean Coffee, 1 Pound",Tiny Footprint Coffee,Grocery_and_Gourmet_Food,13.32,1/1/18,3,Good for cold press,1. Votes - 0,bcsmith,N,TBC,TBC
Mike,TRUE,RedLine K9 Bite Suit Tug Toy (3&quot; x 10&quot;) 1 Handle,RedLine K9,Pet_Supplies,17.99,1/1/18,5,Five Stars,1. Votes - 0,mike,N,TBC,TBC
Bishmaya,TRUE,"Road's End Organics Gluten Free Savory Herb Gravy, Mix, Organic, 1-Ounce Pouches (Pack of 12)",Road's End Organics,Grocery_and_Gourmet_Food,21.54,1/1/18,5,"Great Gravy, I'll use this over and over.",1. Votes - 0,bishmaya,N,TBC,TBC
Linda C,TRUE,Rachael Ray Nutrish Natural Dry Cat Food,Rachael Ray Nutrish,Pet_Supplies,19.84,1/1/18,5,Cats like it!,1. Votes - 0,lindac,N,TBC,TBC
JSV,TRUE,"Arm &amp; Hammer Super Scoop Clumping Litter, Fragrance Free",Arm &amp; Hammer,Pet_Supplies,30.99,1/1/18,4,Great value: fights odor like a boss but a little dusty,2. Votes < 10,jsv,N,TBC,TBC
Carolyn Malone,TRUE,Big Dog Clothes Warm Winter Coat Jacket Clothing for Dogs Large Size Golden Retriever Labrador 3XL-9XL Adidog Hoodie,Idepet,Pet_Supplies,14.99,1/1/18,5,Pretty!,1. Votes - 0,carolynmalone,N,TBC,TBC
Matt Phillips,TRUE,Halo 2: Limited Collector's Edition,Microsoft,Video_Games,79.98,1/1/18,5,Five Stars,1. Votes - 0,mattphillips,N,TBC,TBC
L.M.,TRUE,Merrick Grain Free Healthy Weight Recipe,Merrick,Pet_Supplies,17.98,1/1/18,3,but she absolutely loved this food,1. Votes - 0,lm,N,TBC,TBC
Michelle Garcia,TRUE,"Galaxy Core Prime Case, EC&trade; Galaxy Prevail LTE Case, Hybrid Dual Layer Full Body Armor Protective Holster Case with Kickstand + Belt Swivel Clip for Samsung Galaxy Core Prime (A Pink+Grey)",EC&trade;,Cell_Phones_and_Accessories,8.59,1/1/18,3,Looks sturdy,1. Votes - 0,michellegarcia,N,TBC,TBC
Yunael,TRUE,Prismacolor Premier Pencil Sharpener,Prismacolor,Arts_Crafts_and_Sewing,2.99,1/1/18,3,Three Stars,1. Votes - 0,yunael,N,TBC,TBC
K. Scheinker,TRUE,"gofanco 65W 7-Port USB Charging Station Organizer (White) simultaneously Charges Phones, Tablets and Wearable Devices - iPhone, iPad, Samsung Galaxy, LG, Nexus, HTC and Others",gofanco,Cell_Phones_and_Accessories,39.99,1/1/18,1,Useless.,1. Votes - 0,kscheinker,N,TBC,TBC
Ghost writer,TRUE,Ribena Blackcurrant -1.5 Liter,Ribena,Grocery_and_Gourmet_Food,14.61,1/1/18,5,Five Stars,1. Votes - 0,ghostwriter,N,TBC,TBC
toon,TRUE,Scotch Packaging Tape Hand Dispenser DP300-RD,Scotch,Office_Products,6.24,1/1/18,4,I like the compactness,1. Votes - 0,toon,N,TBC,TBC
Karoline Carlson,TRUE,"Scotch Magic Tape, Standard Width, Versatile, Invisible, The Original, 3/4 x 1000 Inches, Boxed, 6 Rolls (810K4)",Scotch,Office_Products,10.97,1/1/18,5,Scotch Transparent Clear Finish Tape Review,1. Votes - 0,karolinecarlson,N,TBC,TBC
Sami Swan Thompson,TRUE,Catit Senses 2.0 Fireball,Catit,Pet_Supplies,10.75,1/1/18,5,AWESOME Motion-Activated Flashing Ball!,1. Votes - 0,samiswanthompson,N,TBC,TBC
mark pipet,TRUE,Purina One Smartblend Natural Formula Adult Dry Dog Food Chicken &amp; Rice,Purina ONE,Pet_Supplies,10.82,1/1/18,5,Vet recommended. Reduces our Lab's gas too,2. Votes < 10,markpipet,N,TBC,TBC
Kathy in Madison,TRUE,"Cat Brush &amp; Dog Brush for Short and Medium Hair, Soft Reinforced Boar Bristle to Distribute Natural Oils, Condition the Coat and to Add Gloss and Shine to it, Pet Grooming Naturally, Brown 4.25&quot;",LA Beauty Labs,Pet_Supplies,14.97,1/1/18,5,Well-made dog brush works great and dog loves it,1. Votes - 0,kathyinmadison,N,TBC,TBC
Katherine C,TRUE,"Marina Ecoscaper Lobelia Silk Plant Plant, 8-Inch",Marina,Pet_Supplies,8.35,1/1/18,2,All the leaves fall off,1. Votes - 0,katherinec,N,TBC,TBC
Janet V.,TRUE,"Chivers Lemon Curd Preserve, 11.3 Ounce",Chivers,Grocery_and_Gourmet_Food,9.99,1/1/18,5,Five Stars,1. Votes - 0,janetv,N,TBC,TBC
Sandy,TRUE,"PaperPro inPOWER+28 Executive Stapler - 3 in 1 Stapler - One Finger, No Effort, Spring Powered Stapler, Black/Silver (1110)",PaperPro,Office_Products,12.25,1/1/18,5,I LOVE this stapler,1. Votes - 0,sandy,N,TBC,TBC
Josh and Annie,TRUE,"Adams Vehicle Mileage and Expense Journal, 5-1/4&quot; x 8-1/2&quot;, Fits the Glove Box, Spiral Bound, 588 Mileage Entries, 6 Receipt Pockets, (AFR12)",Adams,Office_Products,9.62,1/1/18,5,The spiral makes it easy to turn pages,2. Votes < 10,joshandannie,N,TBC,TBC
PMae,TRUE,"Van Ness CP5 Sifting Cat Pan/Litter Box with Frame, Blue/Gray",Van Ness,Pet_Supplies,16.99,1/1/18,5,Almost Perfect - with workarounds,2. Votes < 10,pmae,N,TBC,TBC
Carla C. Ivey,TRUE,"Pentel Automatic Pencil with Twist Eraser, 0.9 mm, Blue (QE519C)",Pentel,Office_Products,7.82,1/1/18,5,Five Stars,1. Votes - 0,carlacivey,N,TBC,TBC
Alaskan Explorer,TRUE,World Famous Made-to-Order Fire-Grilled (Singapore-Style) Oriental Beef Jerky (Original Flavor - 4 Ounce) - Los Angeles Times&quot;Handmade Gift&quot; Winner,Fragrant Jerky,Grocery_and_Gourmet_Food,8.7,1/1/18,4,Four Stars,1. Votes - 0,alaskanexplorer,N,TBC,TBC
annasdaughters,TRUE,Twin Critters - Handcrafted Cat Cave Bed (Large) I Ecofriendly Cat Cave I Felted from 100% Natural Merino Wool I Handmade Pod for Cats and Kittens I Warm and Cozy cat Bed,Twin Critters,Pet_Supplies,54.88,1/1/18,5,and I must say she has taken to it very nicely..,2. Votes < 10,annasdaughters,N,TBC,TBC
Geo Gentry,TRUE,"Prismacolor 92885T  Premier Colored Pencils, Soft Core, 36 Piece",Prismacolor,Office_Products,19.98,1/1/18,5,I have been using them in various projects over the last few months and am quite happy with them,2. Votes < 10,geogentry,N,TBC,TBC
Jenna S.,TRUE,"Lundberg Family Farms White Arborio Rice, 32 Ounce",Lundberg,Prime_Pantry,6.36,1/1/18,5,Amazing value,1. Votes - 0,jennas,N,TBC,TBC
Yunael,TRUE,"Art Alternatives Stumps and Tortillions, White",Art Alternatives,Arts_Crafts_and_Sewing,5.18,1/1/18,4,Four Stars,1. Votes - 0,yunael,N,TBC,TBC
Keith L.,TRUE,"Jyoti Organic Garbanzo Beans, 10 Ounce (Pack of 6)",Jyoti,Grocery_and_Gourmet_Food,14.21,1/1/18,4,"Great organic product, just check all the packs for damage when you get them",1. Votes - 0,keithl,N,TBC,TBC
nezzy42,TRUE,Crio Bru Ghana French Roast 24oz (1.5 lb) Bag | Natural Healthy Brewed Cacao Drink | Great Substitute to Herbal Tea and Coffee | 99% Caffeine Free Gluten Free Whole-30 Low Calorie Honest Energy,Crio Bru,Grocery_and_Gourmet_Food,23.85,1/1/18,1,One Star,1. Votes - 0,nezzy42,N,TBC,TBC
Shawn Price,TRUE,Coastal Easy-On Dog Prong Training Collar with Buckle,Coastal Pet,Pet_Supplies,7.55,1/1/18,5,easy on off for working with different dogs,1. Votes - 0,shawnprice,N,TBC,TBC
Mike Anderson,TRUE,"Crosley CR92 Country Kitchen Wall Phone II, Oak",Crosley,Office_Products,4.48,1/1/18,5,Great product!,1. Votes - 0,mikeanderson,N,TBC,TBC
Sweens,TRUE,Chuckit! Max Glow Ball,Chuckit!,Pet_Supplies,5.95,1/1/18,5,This is one of my dog's favorite balls and i love that we can play with ...,1. Votes - 0,sweens,N,TBC,TBC
Midwest Mommy,TRUE,"Campbell's Homestyle Soup, Chicken Noodle, 18.6 oz. (Pack of 12)",Campbell's,Grocery_and_Gourmet_Food,35.86,1/1/18,3,Three Stars,1. Votes - 0,midwestmommy,N,TBC,TBC
Creative Basket Lady,TRUE,ThinkPet Outdoor Cotton Winter Dog Jacket Reversible Reflective Padded Warm Coat,ThinkPet,Pet_Supplies,11.94,1/1/18,3,XL too small for 35 lb dog!,1. Votes - 0,creativebasketlady,N,TBC,TBC
Drg,TRUE,"Post-it Super Sticky Easel Pad, 25 x 30 Inches, 30 Sheets/Pad, 2 Pads, Large White Premium Self Stick Flip Chart Paper, Super Sticking Power (559)",Post-it,Office_Products,38.36,1/1/18,5,Easy to use,1. Votes - 0,drg,N,TBC,TBC
Ismael Perez,TRUE,"USB Charger, Jelly Comb Universal 6 Ports Desktop USB Charging Station with Smart Identification Technology for iPhone, iPad, Android and Virtually All Other USB Enabled Devices, Black",Jelly Comb,Cell_Phones_and_Accessories,18.99,1/1/18,5,Five Stars,1. Votes - 0,ismaelperez,N,TBC,TBC
Dee,TRUE,Pet Fit For Life Multi Feather Teaser and Exerciser for Cat and Kitten - Cat Toy Interactive Cat Wand,Pet Fit For Life,Pet_Supplies,9.95,1/1/18,4,Nice toy. Kittens love it,1. Votes - 0,dee,N,TBC,TBC
Kyle,TRUE,Anker Astro E1 5200mAh Candy bar-Sized Ultra Compact Portable Charger (External Battery Power Bank) with High-Speed Charging PowerIQ Technology (Black),Anker,Cell_Phones_and_Accessories,19.99,1/1/18,5,Great Entry Level Portable Charger for iPhone 6,1. Votes - 0,kyle,N,TBC,TBC
James,TRUE,10 Pack PetsTEK&Acirc; Waterproof Wire Splice Kit for Wire Break Repair in Electric in-Ground Dog Fence Systems,PetsTEK,Pet_Supplies,1.96,1/1/18,5,Five Stars,1. Votes - 0,james,N,TBC,TBC
Shopper643382,TRUE,"Bone Dry DII Bone Shape Pet Organizer Storage Basket for Home D&eacute;cor, Pet Toy, Blankets, Leashes and Food",Bone Dry,Pet_Supplies,34.43,1/1/18,5,Just looked like an inexpensive wicker basket on Amazon,1. Votes - 0,shopper643382,N,TBC,TBC
Meagan N. Hughes,TRUE,ViviPet Q Bowls and Big Head Water Bowl for Cat and Dog Under 20 Pound,ViviPet,Pet_Supplies,34.99,1/1/18,5,Didnt like the smaller version,1. Votes - 0,meagannhughes,N,TBC,TBC
chris,TRUE,API ACCU-CLEAR Freshwater Aquarium Water Clarifier,API,Pet_Supplies,5.96,1/1/18,2,Two Stars,1. Votes - 0,chris,N,TBC,TBC
Teresa,TRUE,Zuke's Hip Action Dog Treats,Zuke's,Pet_Supplies,8.32,1/1/18,5,"Great product, great price!",1. Votes - 0,teresa,N,TBC,TBC
Fair Oaks,TRUE,"Ekobrew Classic Reusable Filter, Keurig 1.0 and 2.0 Compatible - Violet",ekobrew,Grocery_and_Gourmet_Food,9.95,1/1/18,5,Takes the guilt out of using my Keurig.,1. Votes - 0,fairoaks,N,TBC,TBC
Kevin Ali,TRUE,OtterBox SYMMETRY SERIES Case for  iPhone 8 Plus &amp; iPhone 7 Plus (ONLY)  - DATE NIGHT (BLACK/WHITE POLKA DOT GRAPHIC),OtterBox,Cell_Phones_and_Accessories,23.9,1/1/18,4,8.5/10,1. Votes - 0,kevinali,N,TBC,TBC
Dean Weber,TRUE,"Mad Dog 357 Hot Sauce, 5oz",Mad Dog 357,Grocery_and_Gourmet_Food,11.17,1/1/18,5,Five Stars,1. Votes - 0,deanweber,N,TBC,TBC
Maryellen,TRUE,"Multipet Duckworth Duck Large 13""",Multipet,Pet_Supplies,8.19,1/1/18,4,Nice loud squeakers,1. Votes - 0,maryellen,N,TBC,TBC
L. Logan,TRUE,"Multipet Duckworth Duck Large 13""",Multipet,Pet_Supplies,8.19,1/1/18,5,Surprisingly tough!,1. Votes - 0,llogan,N,TBC,TBC
RS,TRUE,"Multipet Duckworth Duck Large 13""",Multipet,Pet_Supplies,8.19,1/1/18,3,Not for dogs who like to tear up their toys,1. Votes - 0,rs,N,TBC,TBC
Doctor and Mom,TRUE,"Multipet Duckworth Duck Large 13""",Multipet,Pet_Supplies,8.19,1/1/18,5,Golden Retriever Approval!,1. Votes - 0,doctorandmom,N,TBC,TBC
CCW,TRUE,"Bissell Spotlifter Powerbrush Handheld Deep Cleaner, 1716B - Corded",Bissell,Pet_Supplies,7.99,1/1/18,3,Unbalanced weight makes it awkward to handle,1. Votes - 0,ccw,N,TBC,TBC
Anthony Liveo Scovanner,TRUE,"Vaultz Locking DVD and Video Game Lock Box, 9.25 x 7.25 x 9.75 Inches, Black (VZ01047)",Vaultz,Office_Products,24.99,1/1/18,5,Five Stars,1. Votes - 0,anthonyliveoscovanner,N,TBC,TBC
Wiildstar Pott,TRUE,"Safco Products Vertical Desktop Sorter, 11 Compartment 9419GR, Gray, Letter-size Shelves, Durable Laminate Finish",Safco Products,Office_Products,44.99,1/1/18,5,I use it to hold various kinds of sandpaper,1. Votes - 0,wiildstarpott,N,TBC,TBC
Haute Pepper,TRUE,"Alumilite Amazing Casting Resin, 16-Ounce",Alumilite,Arts_Crafts_and_Sewing,16.24,1/1/18,5,Mandatory for crafters of all types and abilities,1. Votes - 0,hautepepper,N,TBC,TBC
damgrantham,TRUE,"FoxFarm Grow Big Soil Liquid Concentrate Fertilizer, 1 Gallon",Fox Farm,Patio_Lawn_and_Garden,44.77,1/1/18,5,This is great stuff!,1. Votes - 0,damgrantham,N,TBC,TBC
Amazon Customer,TRUE,MyGift Turquoise &amp; Gray Clover Design Ceramic Flower Plant Pot/Decorative Centerpiece Planter with Saucer,MyGift,Patio_Lawn_and_Garden,19.99,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Amazon Customer,TRUE,SnugglyCat The Ripple Rug - Made in USA - Cat Activity Play Mat - Thermal Base -Fun Interactive Play - Training - Scratching - Bed Mat,SnugglyCat,Pet_Supplies,39.99,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Mark Lorenz,TRUE,"Doggie Dailies Glucosamine for Dogs: 225 Soft Chews, Advanced Hip &amp; Joint Supplement for Dogs with Glucosamine, Chondroitin, MSM, Hyaluronic Acid &amp; CoQ10, Premium Joint Relief for Dogs Made in the USA",Doggie Dailies,Pet_Supplies,33.97,1/1/18,3,This doesnt do its job but customer support is phenomenal,1. Votes - 0,marklorenz,N,TBC,TBC
Lisa,TRUE,touchdog Quantum-Ice Full-Bodied Adjustable and 3M Reflective Dog Jacket w/Blackshark Technology,touchdog,Pet_Supplies,69.99,1/1/18,5,Loud windbreaker but warm!,2. Votes < 10,lisa,N,TBC,TBC
James R Russell,TRUE,"Arudge Ultrasonic Pest Repeller Indoor Use! Ideal Pest Control Ants, Roaches, Spiders, Mosquitoes, Small Rodents",Arudge,Patio_Lawn_and_Garden,10.99,1/1/18,5,Great product!,1. Votes - 0,jamesrrussell,N,TBC,TBC
Nana-Banana,TRUE,"Cyclone .065-Inch-by-300-Foot Spool Commercial Grade 6-Blade 1/2-Pound Grass Trimmer Line, Blue CY065D1/2-12",Cyclone,Patio_Lawn_and_Garden,12.7,1/1/18,3,Just Okay!,1. Votes - 0,nana-banana,N,TBC,TBC
Opa,FALSE,"Kitty Cat Tunnel - Interactive Play Cat Tube Toy with Crinkle Sound- Best Cat Tunnels for Indoor Cats - Fun Kitty Tunnel For Hiding - Pet Friendly Cat Tunnel Toys, Collapsible Cat Toy Tunnel",Easyology,Pet_Supplies,16.99,1/1/18,2,Cats love it but a bit too small,1. Votes - 0,opa,N,TBC,TBC
Mia_Vox,FALSE,"Pet Naturals of Vermont - Calming for Dogs, Natural Behavior Support Formula, 30 Bite-Sized Chews",Pet Naturals,Pet_Supplies,6.7,1/1/18,5,They worked well for our 35lb beagle mix,1. Votes - 0,mia_vox,N,TBC,TBC
Amazon Customer,TRUE,"Morsen 50W LED Grow Light Bulb, Full Spectrum Grow lamp for Indoor Plants, Plant Light Bulbs for Indoor Garden Greenhouse and Hydroponic Plants",MORSEN,Patio_Lawn_and_Garden,13.98,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
The Scarpas,TRUE,"HAPEE Christmas Dog Sweater with Elk,Pet Cat Sweater Clothes",HAPEE,Pet_Supplies,13.99,1/1/18,5,"Big Mixed Dog, Perfect Fit!!",1. Votes - 0,thescarpas,N,TBC,TBC
Dean Weber,TRUE,"Satan's Blood Chile Extract Hot Sauce, 1.35 Ounce",Satan's Blood,Grocery_and_Gourmet_Food,16.99,1/1/18,5,Five Stars,1. Votes - 0,deanweber,N,TBC,TBC
sg2014,TRUE,EXPAWLORER Soft Mesh Polka Dots Dog Harness with Matching Leash,EXPAWLORER,Pet_Supplies,10.99,1/1/18,1,"Adorable, but not great quality at all",1. Votes - 0,sg2014,N,TBC,TBC
Keith Dougherty,TRUE,Grass Gator 8010 Load n' Cut Replacement String Trimmer Head,Grass Gator,Patio_Lawn_and_Garden,15.51,1/1/18,5,Five Stars,1. Votes - 0,keithdougherty,N,TBC,TBC
BugOut64,TRUE,4-Pack Air Rlease Valve and O-Ring Set,Intex,Patio_Lawn_and_Garden,5.98,1/1/18,5,"Right part, good price.",1. Votes - 0,bugout64,N,TBC,TBC
damgrantham,TRUE,Espoma PR8 8-Quart Organic Perlite,Espoma,Patio_Lawn_and_Garden,12.23,1/1/18,5,Five Stars,2. Votes < 10,damgrantham,N,TBC,TBC
madisontom,TRUE,"Peppy Pooch Bully Bites 1lb Pack, All Natural Beef Treats for Dogs. Made in USA.",Peppy Pooch,Pet_Supplies,24.5,1/1/18,5,Really hard and smaller than they appear,1. Votes - 0,madisontom,N,TBC,TBC
Lori May Fischer,TRUE,"Taylor Precision Products Big and Bold Dial Thermometer (13.25-Inch, Black)",Taylor,Patio_Lawn_and_Garden,13.05,1/1/18,5,Five Stars,1. Votes - 0,lorimayfischer,N,TBC,TBC
T. Shampo,TRUE,"Onlyfire Universal Fit 4-Spark Electronic Push Button Igniter Kit for Char-Broil Most Grills, Black",only fire,Patio_Lawn_and_Garden,9.99,1/1/18,5,Five Stars,1. Votes - 0,tshampo,N,TBC,TBC
Artemis,TRUE,"Planters Peanuts, Honey Roasted &amp; Salted, 52 Ounce Canister (Pack of 2)",Planters,Grocery_and_Gourmet_Food,15.96,1/1/18,5,Five Stars,1. Votes - 0,artemis,N,TBC,TBC
Paul W.,TRUE,"Marinecolor&reg; Acryli Made Liquid Storage Bucket 3 Rooms 4.5 Liters, Working with Dosing Pump",Marine Color,Pet_Supplies,52.99,1/1/18,5,Better than expected and solidly built...,1. Votes - 0,paulw,N,TBC,TBC
Maryellen,TRUE,Blueberry Pet Christmas Dog Collar or Handmade Bowtie,Blueberry Pet,Pet_Supplies,11.99,1/1/18,4,Four Stars,1. Votes - 0,maryellen,N,TBC,TBC
Kevin,TRUE,Xbox Component Cable (Bulk Packaging),Tomee,Video_Games,6.93,1/1/18,4,Enables HD for the Original Xbox,1. Votes - 0,kevin,N,TBC,TBC
Amazon Customer,TRUE,Pet Grooming Glove Brush for Dog and Cat Deshedding - Better Petter by Pet Thunder,Pet Thunder,Pet_Supplies,7.99,1/1/18,5,Easy to use,1. Votes - 0,amazoncustomer,N,TBC,TBC
Artemis,TRUE,"Jet Puffed Marshmallows, 12 oz",Jet-Puffed,Grocery_and_Gourmet_Food,7.85,1/1/18,5,Five Stars,1. Votes - 0,artemis,N,TBC,TBC
Brian Adkisson,TRUE,Petmate 213201 4.6&quot; Medium Orange/Blue Chuckit! Indoor Ball,Petmate,Pet_Supplies,13.99,1/1/18,5,the dog enjoyed it and was able to bite into the material ...,1. Votes - 0,brianadkisson,N,TBC,TBC
caitlin percy,TRUE,"Sustainable Seed Company Variety Culinary Herb Collection, 10 Variety-100% Non GMO Heirloom Basi",Sustainable Seed Company,Patio_Lawn_and_Garden,9.99,1/1/18,2,Not the best quality,1. Votes - 0,caitlinpercy,N,TBC,TBC
Buttchops,TRUE,AcuRite 00850A2 5-Inch Capacity Easy-Read Magnifying Rain Gauge,AcuRite,Patio_Lawn_and_Garden,3.98,1/1/18,5,Five Stars,1. Votes - 0,buttchops,N,TBC,TBC
broncobutch,TRUE,General Hydroponics pH Control Kit,General Hydroponics,Patio_Lawn_and_Garden,15.9,1/1/18,5,Good product!,1. Votes - 0,broncobutch,N,TBC,TBC
Jack  B. Nimble,FALSE,"Pure Pineapple Extract, 4 Ounce",OliveNation,Grocery_and_Gourmet_Food,5.99,1/1/18,1,Nasty tasting.,2. Votes < 10,jackbnimble,N,TBC,TBC
Ms Crouse,TRUE,"Chainmail Joe Bright Aluminum 1 Pound Chainmail Jump Rings, 18SWG 1/4&quot;ID",Chainmail Joe,Arts_Crafts_and_Sewing,26.99,1/1/18,4,"Ordered on accident, thought to return but never made ...",1. Votes - 0,mscrouse,N,TBC,TBC
Josh Rich,TRUE,"bulk buys Fly Swatter with Wire Handles 2 Pack, Assorted Colors",bulk buys,Patio_Lawn_and_Garden,5.13,1/1/18,1,Cheap trash. Handle falls off right out of the ...,1. Votes - 0,joshrich,N,TBC,TBC
T. Shampo,TRUE,iCOVER 600D Heavy-Duty Premium Classic Outdoor Canvas BBQ Barbecue Charcoal Grill Smoker Cover Off-Set Smoker Cover G21608 for Weber Char-Broil Brinkmann Nexgrill,i COVER,Patio_Lawn_and_Garden,1.94,1/1/18,5,Very good. Well made,1. Votes - 0,tshampo,N,TBC,TBC
broncobutch,TRUE,"Maxicrop 1001 Liquid Seaweed, 1-Quart",Maxicrop,Patio_Lawn_and_Garden,13.04,1/1/18,5,GREAT!,1. Votes - 0,broncobutch,N,TBC,TBC
SoloPocono,TRUE,Vktech&reg; Pet Cat Kitten Kitty Toy Rolling Sisal Scratching Post Trapped Ball Training,Vktech,Pet_Supplies,9.99,1/1/18,4,Not interested until I added a special ball to it!,2. Votes < 10,solopocono,N,TBC,TBC
Bird,FALSE,"Cottonelle FreshCare Flushable Wipes Refill Tub, 42 Flushable Wet Wipes, Lightly Scented",Cottonelle,Prime_Pantry,2.48,1/1/18,5,Five Stars,1. Votes - 0,bird,N,TBC,TBC
Early Adapter,TRUE,DaVoice Cell Phone Tripod Adapter Mount Holder Clamp Compatible with iPhone X XS Max XR Se 8 7 6 6s Plus Samsung Galaxy S9 S8 S7 S6 Edge Adjustable Smartphone Bracket Clip Cellphone Attachment (Black),DaVoice,Cell_Phones_and_Accessories,6.95,1/1/18,1,"You Get What You Pay For... more to the point, penny wise, pound foolish.",2. Votes < 10,earlyadapter,N,TBC,TBC
Lee,TRUE,"Classic Accessories 79507 Gas Pressure Washer Cover, Black",Classic Accessories,Patio_Lawn_and_Garden,11.24,1/1/18,5,the material is pretty thin. It covers my pressure washer and is ...,1. Votes - 0,lee,N,TBC,TBC
JAI,TRUE,Giantex 24&quot; 32&quot; 40&quot; 8 Panel Heavy Duty Pet Playpen Dog Exercise Pen Cat Fence,Giantex,Pet_Supplies,119.99,1/1/18,4,Decent.,1. Votes - 0,jai,N,TBC,TBC
Danny Chapman,TRUE,INTEX Deluxe Wall Mount Swimming Pool Surface Skimmer,Intex,Patio_Lawn_and_Garden,1.41,1/1/18,3,Probably best for a larger pool,1. Votes - 0,dannychapman,N,TBC,TBC
N. S.,FALSE,"AeroGarden Sprout LED with Gourmet Herb Seed Pod Kit, White",AeroGarden,Patio_Lawn_and_Garden,86.41,1/1/18,4,Fun to use - has limitations,1. Votes - 0,ns,N,TBC,TBC
F. Beitler,TRUE,"Classic Accessories 55-410-011501-00 Veranda Ceramic Grill Cover with Offset Table, Large",Classic Accessories,Patio_Lawn_and_Garden,31.1,1/1/18,5,Five Stars,1. Votes - 0,fbeitler,N,TBC,TBC
Anthony Ferri,TRUE,Odyssea Clean 100 Surface Skimmer Aquarium Filter 450L Plant Internal,Odyssea,Pet_Supplies,14.95,1/1/18,5,Five Stars,1. Votes - 0,anthonyferri,N,TBC,TBC
B. Breckenfeld,TRUE,EGO 14-Inch Chain Saw Chain for EGO 14-Inch Chain Saw Models CS1401/CS1400,EGO Power+,Patio_Lawn_and_Garden,13.79,1/1/18,4,My original chain hit a rock and I tried to sharpen it several times but it would not cut easily after that,1. Votes - 0,bbreckenfeld,N,TBC,TBC
*e*C*,TRUE,Wahl Dog/Puppy Shampoo,Wahl,Pet_Supplies,6.29,1/1/18,3,soft hair,1. Votes - 0,*e*c*,N,TBC,TBC
BI707,FALSE,Grillaholics Stuffed Burger Press and Recipe eBook - Extended Warranty - Hamburger Patty Maker for Grilling - BBQ Grill Accessories,Grillaholics,Patio_Lawn_and_Garden,14.95,1/1/18,4,"Great product, more challenging for stuffed burgers",1. Votes - 0,bi707,N,TBC,TBC
Consumer,TRUE,LIGHTHOUSES postcard set of 20 postcards. U.S. lighthouse theme post card variety pack. Made in USA.,iTechShop,Patio_Lawn_and_Garden,8.98,1/1/18,5,"Works well, easy to install",1. Votes - 0,consumer,N,TBC,TBC
